label,content
12, document_id from dfl panix.com danny o'bedlam subject re why the clipper algorithm is secret in 1993apr18.225502.358 iecc.cambridge.ma.us johnl iecc.cambridge.ma.us john r. levine writes quoting someone else here the cryptographic protocol though is another matter i see no valid reasons for keeping it secret and -- as i hope i 've shown above -- there are a lot of ways to do things that are n't quite as bad it just occurred to me why the algorithm is secret if it were published one could then build physically identical clone versions of the chip that would interoperate with official clipper chips but the cloner would n't provide the keys to the escrow houses hmmn yeah the algorithm is classified because a military contract or similar government equivalent to military has been let for this `` proprietary '' design that the feds say that nsa developed is there a patent is that patent publicly available my betting is that that too is classified if the algorithm were made public or reverse-engineered it would compromise not only the goal of justice of being able to read every chip users cypto-data but would reduce profits for the selected chip maker would n't that just be too bad -- danny o'bedlam dfl panix.com cmcl2 panix dfl danny lieberman po box church st station new yawk new yawk 10008-3131 usa
12, document_id from steve-b access.digex.com steve brinich subject fear uncertainty doubt i suspect that the decisive element in the political battle will be the fud fear uncertainty doubt factor if the people who would be end users of the cripple chip hear of the whole debate only vaguely -- the government says it 's solid other people in the field say it 's swiss cheese -- the balance of doubt could shift against the feds any attempt to limit other forms of encryption could then be presented as the government covering its own butt by protecting its poor product from superior competition comments
12, document_id from gtoal gtoal.com graham toal subject re facinating facts bit serial number possibly fixed s1 and s2 from pmetzger snark.shearson.com perry e. metzger denning guvax.acc.georgetown.edu vidkun abraham lauritz quisling writes each chip includes the following components the skipjack encryption algorithm f an 80-bit family key that is common to all chips n a 30-bit serial number u an 80-bit secret key that unlocks all messages encrypted with the chip hmmm a thirty bit serial number and we are told the unit key u is derived deterministically from this serial number that means that there are only one billion possible unit keys oh hell it 's much worse than that you think they 'll ever make more than a million of them serial numbers are n't handed out at random you know they start at and work up ... call it a bit space maybe g
13, document_id from gray feline.uucp kelly gray subject re pinout needed for til311 according to my ti databook the pinouts for the til311 display are as follows pin led supply voltage pin latch data input b pin latch data input a pin left decimal point cathode pin latch strobe input pin omitted pin common ground pin blanking input pin omitted pin right decimal point cathode pin omitted pin latch data input d pin latch data input c pin logic supply voltage vcc the logic supply voltage is 5v 60-90ma the led supply is also 5v but it need not be particularly well regulated the led drivers on the chip use a constant current source so led intensity is not affected by the supply voltage -- o_o kelly gray gray feline.uucp preferred gray admin.humberc.on.ca
13, document_id from chris alien.saar.de christian reisel subject re what do nuclear site 's cooling towers do in c5l5x0.kj7 vcd.hp.com john eaton writes ... during the nuclear fission reaction the uranium fuel can get hot enough to melt when this happens the liquid uranium is pumped to the cooling tower where it is sprayed into the air contact with the cool outside air will condense the mist and it will fall back to the cooling tower floor there it is collected by a cleaning crew using shop vacs and is then reformed into pellets for reactor use the next day cooling towers are a lot taller than they really need to be power companies are forced to make them that tall by some enviromental law that requires the raw uranium emisions to be held to under this law is now under attack by lawyers arguing that the should be measured at the edge of the property rather than the edge of the cooling tower eliminating this law will save power companies thousands of dollars in concrete costs for new nukes john eaton hp-vcd johne i think you posted your article days too late april 1st is over i do n't like nuclear powerplants but i think it 's not fair to tell such '' storys '' about them ok let me try to explain what that tower is used to -1st even the modernst nuclear powerplant is only a simple steam-engine it has an hightech `` boiler '' but the rest is still verry verry conventional and if you 've already visited any condensation- powerstation you l have seen the cooling towers too if you look at any good book about thermophysics you 'll find a chapter about the `` carnot-process '' which describes how to get energy from a temperature difference and that is the reason for cooling towers too you only can get energy if you 've an temperature gradient that means that you have steam on the one side and need to cool down the steam 'till you get water again on the other side if you want to get aprox of the energy you or better the uranium brought into the water to let it boil if you only have hot steam on the one and `` cold '' steam on the other side you 'll loose much more of the energy and so they cool down the steam to get at least the of energy that carnot will give them the cooling towers are for cooling the steam the vapor you 'll see is not the steam of the main core circulation because that steam is radioactive the circulation is divided in at least circuits connected about heat exchangers to prevent radioactive pollution of the environment -2nd ok the main core is hot but even in the modernst hightemperature- reactors htr they only run at ~800 deg celsius this is still verry far away from uraniums melting point which is somewhere around deg celsius but you 'll have lot 's of problems with the boiler 's steel that 's because at this temperature the metal is attacked by steam and will corrode verry fast this is only for bwr 's the new he cooled reactors have temperatures up to deg celsius but this is only experimental -3rd i personaly think that nuclear waste should be as low as ever possible because the dose you get will accumulate about the years today mrem and next year 0.5 mrem wo n't be 0.75 mrem at all it accumulates and even in years you 'll still have 1.5 mrem and i 'm not interested in glowing in the night and getting children with heads this is my point of view only my 0.02 christian reisel student of electronic sciences -- christian reisel goldammerweg w-6601 buebingen germany voice +49 fax email +49 pgp pubkey -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- begin pcr.pub mf5l p `` s q 296es96pl -h fes= ea ox p7r5'f0qy1q_.=+sy dz0l:6 mmo =k /vh u- '' 6mx 7g -mf h5kl/ m  :89^5fi6 w t 9m q +04 `` end
13, document_id from willisw willisw.eng.clemson.edu bill willis subject re mysterious mosfet in article 1qug3sinn90g rave.larc.nasa.gov kludge grissom.larc.nasa.gov scott dorsey writes i have a mosfet pulled out of a trygon power supply for which i have no manual it 's a motorola part with a date code and the number 285-4 which the motorola folks assure me is a house number which they can't help me with any suggestions from folks out there i ca n't put it on a curve tracer to try to get an equivalent since it 's completely shot -- scott since your mosfet is a vintage it 's probably not a very good one by today 's standards if you have an idea about its voltage and current ratings e.g 60vdc 6a you can probably get away with replacing it with anything with better specs early mosfets had a gate-source voltage rating of approximately +/- vdcmax and they would usually turn completely `` on '' at +10vdc otherwise mosfets are not really mysterious -- they 're more or less voltage controlled current sources if the mosfet in your circuit is used as an open-loop voltage controlled current source you may have to experiment with various gain-altering techniques bill willis willisw coe-nw.clemson.edu 656-5550
13, document_id from nwz96h cheltenham-he.ac.uk nwz96h subject hatley pirbhai help ... hello has anyone used the requirements analsys methodology hatley pirbhai i am a british final year real-time degree student and as a project i am covering this methodology i would be very grateful to anyone who could give me their views on this method please mail me if you feel you can help and i will send you my questions thanks in advance david phelps nwz96h chelt.ac.uk
13, document_id from mkaschke oasys.dt.navy.mil martin kaschke subject 4-band equalizer i was wondering if anyone out there in net-land knew of a simple way to make a 4-band equalizer single channel i need it to accept line inputs tape deck cd player etc and output to the same so input impedance should equal output impedance also since i am driving a line i would need volt p-p output final requirement is that i can either control it digitally or control it easily or with few resistors finally if anyone knows of any filter or equalizer chips that might be useful please let me know i have seen a couple of them from national and maxim thanks in advance martin
13, document_id from marrevola rediris.es subject re what is zero db in article 1993apr6.132429.16154 bnr.ca moffatt bnr.ca john thomson writes joseph chiu josephc cco.caltech.edu wrote and the measure of current amp is actually named after both the amp company and the amphenol company both companies revolutionized electronics by simulatenously realizing that the performance of connectors and sockets were affected by the amount of current running through the wires sorry the unit for current is the ampere which is the name of a french-man named ampere who studied electrical current the term amp is just an abbreviation of it the company amp came after the ampere unit was already in use the ohmite company was the first to characterize resistances by numbers thus our use of the ohms ... i do n't know about this one but it does n't sound right are you two joking is the entire internet flaming you two ahh now i remember that ohmite company was the first introducing `` the pink colored resistor '' only for electronics working females -- manuel arrevola velasco ||||| true e-mail manolo taf.fundesco.es ||||| dod
13, document_id subject re what do nuclear site 's cooling towers do from ganter ifi.unibas.ch robert ganter in article 1qlg9o d7q sequoia.ccsd.uts.edu.au writes i really do n't know where to post this question so i figured that this board would be most appropriate i was wondering about those massive concrete cylinders that are ever present at nuclear poer sites they look like cylinders that have been pinched in the middle does anybody know what the actual purpose of those things are i hear that they 're called 'cooling towers but what the heck do they cool i hope someone can help this is definitely the wrong newsgroup for this but never mind any machine powered by heat motor steam- or gasturbine steamengine thermoelement etc work the better the bigger the temperature difference between input and output is because you never get all thermic energy out of the powering medium steam burning gaz etc you have to eliminate the rest of the energy to keep the efficency high a thermal electric power plant coal oil or atomic power works just the same way you heat water steam to power the turbine and generators because you do n't get the whole energy out of the steam efficency is never you have to cool down this steam again by something else most power plants use cooling towers for this purpose some type of mega-refrigerator ... others use water of a river ecologically not unobjectionable got it cheers robert hb9nby -- robert ganter -- -- -- -- -- -- universitaet basel i am a fan institut fuer informatik of my plan basel/switzerland -- -- -- -- -- -- ganter ifi.unibas.ch amateurradio hb9nby packet hb9nby hb9eas.che.eu
13, document_id from hooperw spot.colorado.edu wayne hooper subject re making copy of a video tape victor inqmind.bison.mb.ca victor laking writes you are experiencing what is called macrovision it is the protection that they use on the video tapes there are two ways around this that i know of first of all you can try using a different vcr to copy onto it is the input of the vcr that reacts to the protection so sometimes just switching the two vcrs around will take care of it some models just do n't react to it does this also affect the viewing of tapes i have had problems with a couple of rented tapes they were virtually unviewable i fiddled with the tuning tracking and vertical hold but it was no good
13, document_id from paj uk.co.gec-mrc paul johnson subject re cad program for electronics in article 1993apr17.211126.23467 norfolk.vak12ed.edu fculpepp norfolk.vak12ed.edu fred w. culpepper writes i am making a search for a cad program that does a decent job of making schematic drawings the program needs to be in ms-dos windows if possible what i want the cad program to do is to draw diagrams by dragging elements onto the screen and in this the elements needed are as diverse as vacuum tubes to ics case with pins it also needs to have provision for adding legends to the components as well as their values in other words i want to produce quality drawings printout would be to either pin dot-matrix and/or laser printer i would suggest draw for windows by micrografx i have this on my home box its quite impressive and only cost ukl100 it has a rather nice clip-art library facility which you can expand with your own drawings there is no circuit component clip-art included but you could add your own quite easily it works with any windows printer driver of course and can also export embedded postscript and pcx files note i am not connected with micrografx in any way paul -- paul johnson paj gec-mrc.co.uk tel +44 ext -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- these ideas and others like them can be had gec-marconi research is not for 0.02 each from any reputable idealist responsible for my opinions
13, document_id from sean dip1.ee.uct.ac.za sean borman subject info wanted graphics lcd displays hi there does anyone know how to get hold of data as well as stock of the lcd displays used in the nintendo gameboy handheld tv game machines any information wouold be most appreciated please e-mail any replies to arawstorne eleceng.uct.ac.za thanks alex
14, document_id from icgln asuacad.bitnet subject re burzynski 's `` antineoplastons '' a good source of information on burzynski 's method is in the cancer industry by pulitzer-prize nominee ralph moss also a non-profit organization called '' people against cancer '' which was formed for the purpose of allowing cancer patients to access information regarding cancer therapies not endorsed by the cancer industry but which have shown highly promising results all of which are non-toxic anyone interested in cancer therapy should contact this organi- zation asap people against cancer po box otho ia 50569-0010 972-4444 fax 972-4415 peace greg nigh
14, document_id from cash convex.com peter cash subject re need advice with doctor-patient relationship problem in article c5l9qb.4y5 athena.cs.uga.edu mcovingt aisun3.ai.uga.edu michael covington writes sounds as though his heart 's in the right place but he is not adept at expressing it what you received was _meant_ to be a profound apology apologies delivered by overworked shy people often come out like that ... his _heart_ this jerk does n't have a heart and it beats me why you're apologizing for him in my book behavior like this is unprofessional inexcusable and beyond the pale if he 's overworked it 's because he 's too busy raking in the bucks more likely he just likes to push women around i 'd fire the s.o.b. and get myself another doctor -- ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~ die welt ist alles was zerfall ist peter cash apologies to ludwig wittgenstein |cash convex.com ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
14, document_id from doyle+ pitt.edu howard r doyle subject re hernia in article c5qopx.5mq encore.com sheffner encore.com steve heffner writes a bit more than a year ago a hernia in my right groin was discovered it had produced a dull pain in that area the hernia was repaired using the least intrusive orthoscopic method and a '' plug and patch '' i suspect you mean laparoscopic instead of orthoscopic now the pain occurs more often my gp could n't identify any specific problem the surgen who performed the original procedure now says that yes there is a `` new '' hernia in the same area and he said that he has to cut into the area for the repair this time my question to the net is there a nonintrusive method to determine if in fact there is a hernia or if the pain is from something else by far the still best method to diagnose a hernia is old fashioned physical examination if you have an obvious hernia sac coming down into your scrotum or a bulge in your groin that is brought about by increasing intra-abdominal pressure .... sometimes is not that obvious the hernia is small and you can only detect it by putting your finger into the inguinal canal whether you have a recurrent hernia or this is related to the previous operation i ca n't tell you the person that examined you is in the best position to make that determination are there non-invasive ways of diagnosing a hernia every now and then folks write about ct scans and ultrasounds for this but these are far too expensive and unlikely to be better than a trained examining finger ==================================== howard doyle doyle+ pitt.edu
14, document_id from euclid mrcnext.cso.uiuc.edu euclid k. subject re accupuncture and aids aliceb tea4two.eng.sun.com alice taylor writes a friend of mine is seeing an acupuncturist and wants to know if there is any danger of getting aids from the needles ask the practitioner whether he uses the pre-sterilized disposable needles or if he reuses needles sterilizing them between use in the former case there 's no conceivable way to get aids from the needles in the latter case it 's highly unlikely though many practitioners use the disposable variety anyway euclid -- euclid k. standard disclaimers apply '' it is a bit ironic that we need the wave model of light to understand the propagation of light only through that part of the system where it leaves no trace '' -- hudson nelson _university_physics_
14, document_id from mary uicsl.csl.uiuc.edu mary e. allison subject re is msg sensitivity superstition carl sol1.gps.caltech.edu carl j lydick writes of course bee venom is n't a single chemical could be your brother is reacting to a different component than the one that causes anaphylactic shock in other people similarly chinese food is n't just msg there are a lot of other ingredients in it why when someone eats something with lots of ingredients they do n't normally consume one of which happens to be msg do they immediately conclude that any negative reaction is to the msg arghhhhhhhhhh read the memos i said that i personally had other people order the exact same food at two different times from the same restaurant and the people that ordered the food for me did not tell me which time the msg was in the food and which time it was not in the food one time i had a reaction one time i did not the reaction came the time the msg was in the food that was the only difference same restaurant same ingredients why when someone eats something with lots of ingredients they don't normally consume one of which happens to be msg do they immediately conclude that any negative reaction is to the msg i eat lots of chinese food i love chinese food i 've just learned the following if i get food at one of the restaurants that does not use msg or if i prepare the food myself without msg or if i order the food from a restaurant that will hold the msg and i never get soup unless it 's from a restaurant that cooks without the msg i do not get a reaction okay do you understand i get a reaction from msg i do not get a reaction when there is no msg if you 're having trouble understand this please tell me which of the words you do not understand and i 'll look them up in the dictionary for you -- the great secret of successful marriage is to treat all disasters as incidents and none of the incidents as disasters -- harold nicholson mary allison mary uicsl.csl.uiuc.edu urbana illinois
14, document_id from sheffner encore.com steve heffner subject hernia a bit more than a year ago a hernia in my right groin was discovered it had produced a dull pain in that area the hernia was repaired using the least intrusive orthoscopic method and a '' plug and patch '' the doctor considered the procedure a success a few months later the same pain returned the doctor said that he could find nothing wrong in the area of the hernia repair now the pain occurs more often my gp could n't identify any specific problem the surgen who performed the original procedure now says that yes there is a `` new '' hernia in the same area and he said that he has to cut into the area for the repair this time my question to the net is there a nonintrusive method to determine if in fact there is a hernia or if the pain is from something else steve heffner
14, document_id from dyer spdcc.com steve dyer subject re is msg sensitivity superstition in article 1993apr16.155123.447 cunews.carleton.ca wcsbeau alfred.carleton.ca opirg writes so far i 've seen about a dozen posts of anecdotal evidence but no facts i suspect there is a strong psychological effect at work here does anyone have results from a scientific study using double-blind trials check out just some posts before your own um i hate to break this to you but article numbers are unique per site they have no meaning on other machines maybe you missed it amidst the flurry of responses you mean the responses some of which pointed to double-blind tests which show no such `` chinese restaurant effect '' unique to msg it 's elicited by the placebo as well yet again the use of this newsgroup is hampered by people not restricting their posts to matters they have substantial knowledge of like youself someone who can read a scientific paper and apparently come away from it with bizarrely cracked ideas which have nothing to do with the use of this substance in human nutrition for cites on msg look up almost anything by john w. olney a toxicologist who has studied the effects of msg on the brain and on development it is undisputed in the literature that msg is an excitotoxic food additive no it 's undisputed in the literature that glutamate is an amino acid which is an excitatory neurotransmitter there is also evidence that excessive release of glutamate may be involved in the pathology of certain conditions like stroke drowning and lou gehrig 's disease just to name a few this is a completely different issue than the use of this ubiquitous amino acid in foods people are not receiving intra-ventricular injections of glutamate and that its major constituent glutamate is essentially the premierie neurotransmitter in the mammalian brain humans included i do n't know about premier but it 's certainly an important one too much in the diet and the system gets thrown off sez you such an effect in humans has not been demonstrated in any controlled studies infant mice and other models are useful as far as they go but they 're not relevant to the matter at hand which is not to say that i favor its use in things like baby food -- a patently ridiculous use of the additive but we have no reason to believe that msg in the diet effects humans adversely glutamate and aspartate also an excitotoxin are necessary in small amounts and are freely available in many foods but the amounts added by industry are far above the amounts that would normally be encountered in a ny single food wrong do you know how much aspartate or phenylalanine is in a soft drink milligrams worth compare that to a glass of milk do you know how much glutamate is present in most protein-containing foods compared to that added by the use of msg by eating lots of junk food packaged soups and diet soft drinks it is possible to jack your blood levels so high that anyone with a sensitivity to these compounds will suffer numerous real physi9logical effects notice the subtle covering of her ass here `` anyone _with a sensitivity_ ... '' we 're disputing the size of that class read olney 's review paper in prog brain res and check his sources they are impecable there is no dispute impeccable there most certainly is a dispute -- steve dyer dyer ursa-major.spdcc.com aka ima harvard rayssd linus m2c spdcc dyer
14, document_id from ak949 yfn.ysu.edu michael holloway subject re organ donation and transplantation fact sheet in a previous article dougb comm.mot.com doug bank says in article 1993apr12.205726.10679 sbcs.sunysb.edu mhollowa ic.sunysb.edu organ donors are healthy people who have died suddenly usually through accident or head injury they are brain dead the organs are kept alive through mechanical means ok so how do you define healthy people my wife can not donate blood because she has been to a malarial region in the past three years in fact she tried to have her bone marrow typed and they would n't even do that why i ca n't donate blood either because not only have i been to a malarial region but i have also been diagnosed and surgically treated for testicular cancer the blood bank wont accept blood from me for years obviously it would n't be of much help to treat one problem by knowingly introducing another cancer mestastizes my imperfect understanding of the facts are that gonadal cancer is particularly dangerous in this regard i have n't done the research on it but i do n't recall ever hearing of a case of cancer being transmitted by a blood transfusion probably just a common sense kind of arbitrary precaution transmissable diseases like malaria though are obviously another story -- michael holloway e-mail mhollowa ccmail.sunysb.edu mail to freenet is forwarded phone 444-3090
14, document_id from etxmow garbo.ericsson.se mats winberg subject re help for kidney stones .............. is n't there a relatively new treatment for kidney stones involving a non-invasive use of ultra-sound where the patient is lowered into some sort of liquid when he/she undergoes treatment i 'm sure i 've read about it somewhere if i remember it correctly it is a painless and effective treatment a couple of weeks ago i visited a hospital here in stockholm and saw big signs showing the way to the `` kidney stone chrusher '' ... mats winberg stockholm sweden
14, document_id from bebmza sru001.chvpkh.chevron.com beverly m. zalan subject re frequent nosebleeds in article 1993apr17.195202.28921 freenet.carleton.ca ab961 freenet.carleton.ca robert allison writes i have between and nosebleeds each week as a result of a genetic predisposition to weak capillary walls osler-weber-rendu fortunately each nosebleed is of short duration does anyone know of any method to reduce this frequency my younger brothers each tried a skin transplant thigh to nose lining but their nosebleeds soon returned i 've seen a reference to an herb called rutin that is supposed to help and i 'd like to hear of experiences with it or other techniques -- my year son is so plagued lots of vaseline up his nose each night seems to keep it under control but let him get bopped there and he 'll recur for days also allergies colds dry air all seem to contribute but again the vaseline or a d ointment or neosporin all seem to keep them from recurring bev zalan
15, document_id from mt90dac brunel.ac.uk del cotter subject re crazy or just imaginitive 1993apr21.205403.1 aurora.alaska.edu nsmca aurora.alaska.edu writes so some of my ideas are a bit odd off the wall and such but so was wilbur and orville wright and quite a few others .. sorry if i do not have the big degrees and such but i think i might be wrong to error is human i have something that is in many ways just as important i have imagination dreams and without dreams all the knowledge is worthless .. oh and us with the big degrees do n't got imagination huh the alleged dichotomy between imagination and knowledge is one of the most pernicious fallacys of the new age michael thanks for the generous offer but we have quite enough dreams of our own thank you you on the other hand are letting your own dreams go to waste by failing to get the maths/thermodynamics/chemistry/ your choices here which would give your imagination wings just to show this is n't a flame i leave you with a quote from _invasion of the body snatchers_ '' become one of us it 's not so bad you know '' -- del cotter mt90dac brunel.ac.uk
15, document_id from dietz cs.rochester.edu paul dietz subject re commercial mining activities on the moon in article steinly.93apr20145301 topaz.ucsc.edu steinly topaz.ucsc.edu steinn sigurdsson writes why paul it 's obvious once chlorine chemistry has been banned on earth as is being advocated by some groups ti prices will sharply increase we are of course not allowed to assume any developments in ti processing lunar ti will then be eminently competitive for the trendy jewelry market and certain applications of national importance well there already is a sulfate process for tio2 purification the chlorine process is cleaner however and for that reason is achieving dominance in the marketplace most ti is used in pigment btw as the oxide where it replaced white lead pigment some decades ago very little is reduced to the metal seriously i 'd say there is a flaw in gary 's analysis in that he assumes an export oriented economy maybe the lunatics will just want some native ti for local use ... which merely evades the issue of why those lunatics are there at all and why their children would want to stay paul f. dietz dietz cs.rochester.edu
15, document_id from wallacen cs.colostate.edu nathan wallace subject level according to a software engineering professor here what was actually rated level five was an ibm unit which produced part of the software for the shuttle by not means all of it interesting note of the software development groups surveyed were at level the ibm shuttle groups was the only one at level -- c/c/c/c/c/c/c/c/c/c/c/c/c/c/c/c/c/c/c/c/c/c/c/c/c/c/c/c/c/c/c/c/c/c/c/c/c/c/c/c/ c/ nathan f. wallace c/c/ `` reality is '' c/ c/ e-mail wallacen cs.colostate.edu c/c/ ancient alphaean proverb c/ c/c/c/c/c/c/c/c/c/c/c/c/c/c/c/c/c/c/c/c/c/c/c/c/c/c/c/c/c/c/c/c/c/c/c/c/c/c/c/c/
15, document_id from 18084tm msu.edu tom subject golden space ages pat sez oddly enough the smithsonian calls the lindbergh years the golden age of flight i would call it the granite years reflecting the primitive nature of it it was romantic swashbuckling daredevils `` those daring young men in their flying machines '' but in reality it sucked death was a highly likely occurence and the environment blew yeah but a windscreen cut down most of it canopies ended it completely of course the environment in space continues to suck -tommy mac -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- tom mcwilliams 517-355-2178 wk    as the radius of vision increases 18084tm ibm.cl.msu.edu 336-9591 hm    the circumference of mystery grows -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- --
15, document_id from nsmca aurora.alaska.edu subject re solar sail data in article 1993apr15.051746.29848 news.duc.auburn.edu snydefj eng.auburn.edu frank j. snyder writes i am looking for any information concerning projects involving solar sails i understand that the jpl did an extensive study on the subject back in the late 's but i am having trouble gathering such information are there any groups out there currently involved in such a project frank snyder auburn university snydefj eng.auburn.edu i know someone had long talks about solar sails early this year and late last year .. also about solar sailing not sure who captured it if possible .. i think it was one of the regulars who had most or all the data i think i started the latest round or the late last year round .. but the topic has been around here off and on for a year or two .. == michael adams nsmca acad3.alaska.edu -- i 'm not high just jacked
15, document_id from c23st kocrsv01.delcoelect.com spiros triantafyllopoulos subject re space station radio commercial in article c5r2i1.793 skates.gsfc.nasa.gov xrcjd resolve.gsfc.nasa.gov charles j. divine writes a brief political/cultural item radio station wgms in washington is a classical music station with a large audience among high officials elected and otherwise imagine a radio station that advertises mercedes benzes diamond jewelry expensive resorts and truthfully trident submarines this morning i heard a commercial for the space station project did n't catch the advertiser guess they 're pulling out all the stops in the air force world at least the crisis escalates when scale models of the plane in question i.e about to be sacrificed begin to arrive in key senators and congresspersons offices of course it is assumed that coffee mugs and other decorative junk has been tried earlier spiros -- spiros triantafyllopoulos c23st kocrsv01.delcoelect.com software technology delco electronics 451-0815 gm hughes electronics kokomo in `` i post therefore i armm ''
15, document_id from john lussmyer dragon angus.mi.org subject re dc-x update henry zoo.toronto.edu henry spencer writes the first flight will be a low hover that will demonstrate a vertical landing there will be no payload dc-x will never carry any kind exactly when will the hover test be done and will any of the tv networks carry it i really want to see that ... -- john lussmyer dragon angus.mi.org mystery spot bbs royal oak mi -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- --
15, document_id from thomas.enblom eos.ericsson.se thomas enblom subject navstar positions i 've just read richard langley 's latest `` navstar gps constellation status '' it states that the latest satellite was placed in orbit plane position c-3 there is already one satellite in that position i know that it 's almost ten years since that satellite was launched but it 's still in operation so why not use it until it goes off why not instead place the new satellite at b-4 since that position is empty and by this measure have an almost complete gps-constellation out of /thomas ================================================================================ ericsson telecom stockholm sweden thomas enblom just another employee
15, document_id from eder hsvaic.boeing.com dani eder subject re vandalizing the sky re space billboards even easier to implement than writing messages on the moon once upon a time a group of space activists i belonged to in seattle considered a `` goodyear blimp in orbit '' the idea was to use a large structure that could carry an array of lights like the goodyear blimp has placed in a low earth orbit of high inclination it could eventually be seen by almost everyone on earth only our collective disapproval of cluttering up space with such a thing stopped us from pursuing it it had quite feasible economics which i will not post here because i do n't want to encourage the idea if you want to do such a thing go figure it out for yourself dani eder -- dani eder/meridian investment company/ 464-2697 w /232-7467 h rt.1 box 188-2 athens al 35611/location 34deg n 86deg w +100m alt
15, document_id from nickh cs.cmu.edu nick haines subject re level in article c5sy4s.4x2.1 cs.cmu.edu 18084tm msu.edu tom writes nick haines sez given that i 've heard the shuttle software rated as level in maturity i strongly doubt that this having lots of bugs is the case level out of how many what are the different levels i 've never heard of this rating system anyone care to clue me in this is a rating system used by arpa and other organisations to measure the maturity of a software process i.e the entire process by which software gets designed written tested delivered supported etc see managing the software process by watts s. humphrey addison wesley an excellent software engineering text the levels of software process maturity are initial repeatable defined managed optimizing the levels are approximately characterized as follows 1. no statistically software process control have no statistical basis for estimating how large software will be how long it will take to produce how expensive it will be or how reliable it will be most software production is at this level 2. stable process with statistical controls rigorous project management having done something once can do it again projects are planned in detail and there is software configuration management and quality assurance the process is defined and understood implementation is consistent this includes things like software inspection a rigorous software testing framework more configuration management and typically a software engineering process group within the project statistical information on the software is systematically gathered and analysed and the process is controlled on the basis of this information software quality is measured and has goals defects are prevented the process is automated software contracts are effective and certified nick haines nickh cmu.edu
16, document_id from trajan cwis.unomaha.edu stephen mcintyre subject re atheists and hell atterlep vela.acs.oakland.edu writes hello i have seen two common threads running through postings by atheists on the newsgroup and i think that they can be used to explain each other unfortunately i do n't have direct quotes handy ... atheists believe that when they die they die forever true to a point if you were to ask a buddhist atheist ... a god who would condemn those who fail to believe in him to eternal death is unfair i do n't see what the problem is to christians hell is by definition eternal death -- exactly what atheists are expecting when they die there 's no reason hell has to be especially awful -- to most people eternal death is bad enough actually yes and no hell is eternal death actually the way i 've had it related to me it 's more of an eternal damnation where sinners will feel the licking flames of hell if i supposedly can feel these flames i would assume i 'm still alive but suffering and away from god literal interpreters of the bible will have a problem with this view since the bible talks about the fires of hell and such personally i do n't think that people in hell will be thrust into flame any more than i expect to jesus with a double-edged sword issuing from his mouth -- i treat both these state- ments as metaphorical i believe jehovah 's witnesses have a similar view where the body sleeps for ever ... i do n't have a problem with being condemned to hell either the way i see it if god wants to punish me for being honest in my skepticism that is for saying he does n't exist he certainly would n't be changing his nature besides i would rather spend an eternity in hell than be beside god in heaven knowing even one man would spend his `` eternal life '' being scorched for his wrongdoings ... stephen _/_/_/_/ _/_/_/_/ _/ _/ atheist _/ _/ _/ _/ _/ _/ _/ libertarian _/_/_/_/ _/_/_/_/ _/ _/ _/ pro-individuality _/ _/ _/ _/ _/ pro-responsibility _/_/_/_/ _/ _/ _/ _/ jr. and all that jazz ... --
